folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,destino,cantidad,valestim
1160700308,1,02,1,5,02,279,0,6,20,720
1160700308,1,02,1,5,01,250,0,1,10,500
1160714507,1,02,1,5,02,240,0,6,1,4500
1160714507,1,02,1,5,03,250,0,1,1,120
1160714507,1,02,1,5,04,263,0,1,2,140
1160714614,1,02,1,5,08,284,0,1,162,680
1160714614,1,02,1,5,07,279,0,1,10,350
1160714614,1,02,1,5,06,263,0,1,1,45
1160714615,1,01,1,5,06,284,0,2,10,6480
1160714615,1,01,1,5,06,284,0,1,384,1728
1160714615,1,01,1,4,03,194,1,2,1000,3600
1160714615,1,01,1,4,02,140,1,2,6500,39000
1160714615,1,01,1,4,01,200,1,2,5000,30000
1160714615,1,01,1,4,02,140,1,1,500,3000
1160714618,1,01,1,4,02,140,1,6,500,2250
1160714618,1,01,1,4,01,200,1,2,1000,5000
1160714618,1,01,1,4,03,194,1,2,10000,25000
1160714702,1,01,1,5,02,284,0,1,730,3650
1160714702,1,01,1,4,01,140,1,2,5000,20000
1160714703,1,01,1,5,04,283,0,1,180,900
1160714705,1,02,1,5,03,283,0,1,730,3650
1160714705,1,04,1,4,01,140,1,1,3000,11500
1160714705,1,04,1,4,01,140,1,2,2000,7800
1160714705,1,04,1,4,02,194,1,2,10000,35000
1160714706,1,03,1,4,01,140,1,1,2000,7000
1160714822,1,01,1,4,02,194,1,6,900,2250
1160714822,1,01,1,4,01,140,1,2,500,2350
1160714822,1,02,1,5,01,250,0,1,1,50
1160714823,1,01,2,4,02,194,1,2,900,1800
1160714823,1,02,1,5,03,279,0,1,4,120
1160714823,1,01,2,4,01,140,1,2,1000,4500
1160747018,1,01,1,4,01,140,1,2,180,900
1160747018,1,01,1,4,02,098,1,5,5,125
1160747018,1,01,1,4,01,140,1,1,200,1000
1160747018,1,01,1,4,03,194,1,2,250,250
1160747018,1,01,1,4,01,140,1,5,20,100
1160747018,1,01,1,4,02,098,1,1,28,700
1160747018,1,01,1,4,02,098,1,2,20,500
1160747311,1,04,1,4,02,088,1,1,4,16
1160747311,1,04,1,4,01,140,1,2,40,176
1160747311,1,04,1,4,01,140,1,1,560,2464
1160747311,1,02,1,5,02,283,0,2,736,2944
1160747311,1,04,1,4,03,194,1,2,255,765
1160747312,1,01,1,5,02,283,0,6,90,360
1160747312,2,02,1,4,04,087,1,1,2,30
1160747312,2,02,1,4,03,088,1,1,3,12
1160747312,2,02,1,4,02,002,1,2,8,280
1160747312,2,02,1,4,02,002,1,1,22,770
1160747312,2,02,1,4,01,140,1,6,150,660
1160747312,2,02,1,4,05,194,1,2,90,270
1160747312,1,01,1,5,02,283,0,2,546,2424
1160747312,2,02,1,4,01,140,1,1,200,880
1160747312,2,02,1,4,01,140,1,2,100,440
1160747314,1,01,1,4,02,098,1,2,15,525
1160747314,1,01,1,4,01,140,1,1,1000,4400
1160747314,1,01,1,4,02,098,1,1,50,1750
1160747314,1,01,1,4,04,088,1,1,12,48
1160747314,1,01,1,4,03,194,1,2,1000,3000
1160747314,1,01,1,4,02,098,1,6,15,525
1160747401,1,01,1,4,03,098,1,1,250,8500
1160747401,1,01,1,4,04,194,1,2,1000,1600
1160747401,1,01,1,4,01,140,1,1,100,800
1160747401,1,01,1,4,01,140,1,2,150,1200
1160747401,1,01,1,4,02,088,1,1,48,600
1160747401,1,01,1,4,02,088,1,6,48,600
1160747404,1,01,1,4,01,140,1,1,950,5700
1160747404,1,01,1,4,03,088,1,1,6,24
1160747404,1,01,1,4,02,194,1,2,600,1200
1160747404,1,01,1,4,01,140,1,2,50,300
1160747404,1,01,1,5,03,279,0,1,61,3294
1160762010,1,01,1,5,03,284,0,6,108,1080
1160762012,1,01,2,5,02,249,0,6,2,1200
1160762012,1,01,2,5,02,249,0,1,3,1800
1160762305,1,03,1,5,02,284,0,1,730,4380
1160813504,1,01,1,5,04,279,0,1,3,120
1160813506,1,01,2,5,01,241,0,6,1,2000
1160884202,1,01,1,4,02,098,1,1,150,4500
1160884202,1,01,1,4,01,140,1,6,450,3600
1160884202,1,01,1,4,01,140,1,2,6750,54000
1160884202,1,01,1,4,02,098,1,2,50,1500
1160884202,1,01,1,4,02,098,1,6,150,4500
1160884202,1,01,1,4,01,140,1,1,300,2400
1160884202,1,01,1,4,04,088,1,6,200,800
1160884202,1,01,1,4,04,088,1,1,150,600
1160884202,1,01,1,4,03,194,1,2,100,1000
1160884621,1,02,1,5,03,279,0,1,20,600
1160884621,1,01,1,4,02,098,1,1,10,390
1160895323,1,01,1,4,02,098,1,1,50,1250
1160895323,1,01,1,4,02,098,1,2,50,1250
1160895406,1,02,1,6,01,424,0,1,80,1440
1160895406,1,01,2,5,04,279,0,6,1,30
1160895406,1,01,2,5,04,279,0,1,20,800
1160895406,1,01,2,5,01,251,0,1,3,210
1160895406,1,01,2,4,03,088,1,1,75,900
1160895406,1,01,2,4,02,140,1,2,75,600
1160895406,1,01,2,4,01,194,1,2,500,500
1160895406,1,02,1,6,01,424,0,6,3,54
1160895406,1,01,2,4,02,140,1,1,12,84
1160895801,1,01,2,4,03,088,1,1,100,200
1160895801,1,01,2,4,02,194,1,2,500,500
1160895912,1,01,2,5,03,284,0,1,1344,13440
1160895914,1,01,2,4,01,010,1,2,1250,3750
1160895915,1,02,1,5,04,294,0,6,1000,1000
1160895916,1,01,1,4,01,010,1,2,3000,7440
1160942002,1,01,1,4,01,140,1,1,1000,4500
1160942003,1,01,1,4,01,140,1,1,2000,8000
1160942005,1,01,1,4,01,140,1,1,1000,4000
1160942006,1,01,1,4,01,140,1,1,500,2000
1160942006,1,01,1,4,01,140,1,2,500,2000
1160942210,1,01,1,5,01,241,0,1,4,8000
1160942519,1,03,1,4,02,194,1,2,3600,5400
1160942519,1,03,1,5,02,279,0,1,52,1872
1160942519,1,03,1,4,01,140,1,2,800,2400
1160942519,1,03,1,4,01,140,1,1,1200,6000
1160942520,1,02,1,5,03,279,0,1,62,2232
1160942521,1,01,1,4,04,088,1,1,500,2000
1160942521,1,01,1,4,01,140,1,1,3000,15000
1160942521,1,01,1,4,01,140,1,6,2000,10000
1160942521,1,01,1,4,02,194,1,2,1500,1500
1160942522,1,01,2,5,03,279,0,1,36,1296
1160942714,1,01,1,5,02,272,0,1,1,400
1160942717,1,01,1,4,03,194,1,6,625,500
1160942717,1,01,1,4,02,215,1,1,200,1140
1160942717,1,01,1,4,01,191,1,1,200,800
1160943413,1,01,1,5,03,279,0,1,10,300
1160943414,1,01,1,5,02,294,0,6,1080,5400
1160943414,1,01,1,5,02,294,0,7,120,600
1160943808,1,01,1,4,01,140,1,2,200,600
1160943808,1,01,1,4,01,140,1,6,150,750
1160943808,1,01,1,4,01,140,1,1,4150,20750
1160943920,1,04,1,5,05,279,0,6,35,1050
1160943920,1,04,1,5,06,263,0,6,20,1200
1160943920,1,04,1,5,06,263,0,1,15,2600
1160943920,1,04,1,5,05,279,0,1,100,3000
1160943921,1,01,1,4,02,215,1,1,150,570
1160943921,1,01,1,4,02,215,1,6,350,1330
1160943921,1,01,1,4,01,140,1,6,2000,7000
1160943921,1,01,1,4,01,140,1,2,10000,35000
1160943921,1,01,1,4,01,140,1,1,3000,10500
1161005503,1,01,1,4,01,140,1,4,833,37500
1161005606,1,05,2,5,02,241,0,6,2,4000
1161005610,1,01,1,5,04,284,0,1,40,420
1161005610,1,01,1,5,05,279,0,1,12,456
1161035012,1,02,1,4,01,140,1,1,2000,9000
1161035012,1,02,1,4,02,194,1,1,1500,3750
1161035014,1,01,1,4,02,194,1,6,300,750
1161035014,1,01,1,4,01,140,1,1,500,2250
1161035014,1,01,1,4,02,194,1,1,100,250
1161035015,1,01,1,4,03,194,1,1,3000,7500
1161035015,1,01,1,4,01,140,1,1,6000,27000
1161035015,1,01,1,5,01,241,0,1,2,3000
1161035015,1,01,1,4,02,098,1,1,50,1400
1161035015,1,01,1,4,03,194,1,2,3000,7500
1161035217,1,02,1,4,01,140,1,1,500,2500
1161035217,1,02,1,5,05,279,0,1,34,1080
1161035217,1,02,1,5,01,241,0,1,2,2000
1161035217,1,02,1,4,01,140,1,2,500,2500
1161035217,1,02,1,4,02,194,1,2,500,500
1161035218,1,01,1,5,03,250,0,1,4,360
1161035218,1,01,1,5,06,280,0,1,50,1500
1161035218,1,01,1,5,01,241,0,1,2,2000
1161035219,1,01,1,4,02,194,1,2,500,750
1161035219,1,01,1,4,01,140,1,1,1000,5000
1161035219,1,02,2,5,01,250,0,1,6,540
1161035219,1,02,2,5,04,254,0,1,1,400
1161035219,1,02,2,5,05,279,0,1,64,1920
1161035220,1,01,1,5,03,250,0,1,33,2970
1161035220,1,01,1,5,05,279,0,1,45,1358
1161035220,1,01,1,5,01,241,0,1,1,1200
1161035220,1,01,1,5,01,241,0,3,1,1400
1161035220,1,01,1,5,06,246,0,1,1,1500
1161035220,1,01,1,4,04,170,1,1,80,1280
1161035220,1,01,1,4,05,193,1,1,16,640
1161035221,1,03,1,4,01,140,1,1,2600,10400
1161035221,1,03,1,4,01,140,1,2,100,400
1161035221,1,03,1,4,02,115,1,1,180,240
1161035221,1,03,1,4,03,170,1,1,180,1000
1161035221,1,03,1,4,04,194,1,2,1500,1500
1161035221,1,02,1,5,01,250,0,1,4,400
1161035221,1,02,1,5,03,263,0,1,3,150
1161035221,1,02,1,5,04,254,0,1,2,1000
1161035221,1,02,1,5,05,241,0,1,8,8000
1161035221,1,02,1,5,07,279,0,1,51,1530
1161035307,1,01,1,5,05,250,0,1,1,60
1161035307,1,01,1,4,01,140,1,2,2000,10000
1161035307,1,01,1,5,02,275,0,6,1,1500
1161035307,1,01,1,5,01,246,0,1,1,2500
1161035307,1,01,1,4,03,194,1,2,5000,7500
1161035307,1,01,1,4,02,088,1,6,50,1500
1161035307,1,01,1,4,02,088,1,1,75,2250
1161035307,1,01,1,4,01,140,1,6,1000,5000
1161035307,1,01,1,5,02,275,0,7,2,1300
1161035307,1,01,1,4,01,140,1,1,2000,10000
1161035307,1,01,1,5,05,250,0,6,1,60
1161035307,1,01,1,5,06,263,0,1,53,4770
1161035307,1,01,1,5,08,279,0,1,60,1920
1161035307,1,01,1,5,08,279,0,6,3,96
1161035307,1,01,1,5,10,276,0,1,3,450
1161035310,1,01,1,4,03,098,1,6,3,99
1161035310,1,01,1,4,01,140,1,1,600,2340
1161035310,1,01,1,4,01,140,1,2,400,1560
1161035310,1,01,1,4,02,088,1,6,12,300
1161035310,1,01,1,4,04,002,1,2,6000,9000
1161035310,1,01,1,4,02,088,1,1,20,500
1161035310,1,01,1,5,06,263,0,1,4,200
1161035310,1,01,1,5,04,276,0,1,2,140
1161035310,1,01,1,5,03,254,0,1,2,200
1161035310,1,01,1,4,03,098,1,1,120,3960
1161035311,1,02,1,5,05,279,0,1,39,1658
1161035311,1,02,1,4,04,194,1,2,15000,22500
1161035311,1,02,1,4,03,098,1,2,10,250
1161035311,1,02,1,4,03,098,1,1,100,2500
1161035311,1,02,1,4,02,088,1,1,4,40
1161035311,1,02,1,4,01,140,1,6,100,300
1161035311,1,02,1,4,01,140,1,2,4000,12000
1161035311,1,02,1,4,01,140,1,1,200,600
1161035311,1,02,1,5,04,263,0,1,25,2250
1161035901,1,01,1,5,09,279,0,1,22,720
1161035901,1,01,1,5,03,274,0,1,1,200
1161035901,1,01,1,4,02,194,1,2,700,2100
1161035901,1,01,1,4,01,140,1,2,500,2500
1161035901,1,01,1,4,01,140,1,1,500,2500
1161035901,1,01,1,5,10,284,0,1,276,3312
1161045506,1,01,2,4,02,098,1,1,499,4990
1161045506,1,01,2,4,01,140,1,6,4000,14400
1161045611,1,02,1,4,03,088,1,1,5,35
1161045611,1,02,1,4,02,194,1,2,4000,10000
1161045611,1,02,1,4,01,140,1,1,800,2400
1161045611,1,02,1,4,01,140,1,2,2200,6600
1161045611,1,02,1,4,04,098,1,1,95,1900
1161045611,1,02,1,4,04,098,1,2,5,100
1161045615,1,01,1,4,01,001,1,2,50,150
1161045615,1,01,1,4,02,194,1,2,1260,3150
1161045615,1,01,1,4,03,088,1,1,3,12
1161045615,1,01,1,4,01,001,1,1,700,2100
1161045701,1,01,2,5,04,254,0,1,3,900
1161045701,1,01,2,5,06,279,0,1,24,672
1161045701,1,01,2,5,03,251,0,1,7,350
1161045701,1,01,2,5,02,243,0,7,1,3000
1161045817,1,01,1,4,02,098,1,1,225,5625
1161045817,1,01,1,4,01,140,1,2,7700,40810
1161045817,1,01,1,4,01,140,1,1,300,1590
1161045817,1,01,1,4,02,098,1,2,30,750
1161045817,1,01,1,4,02,098,1,6,45,1125
1161045817,1,01,1,4,04,199,1,2,20,800
1161045817,1,01,1,4,05,194,1,2,12000,15000
1161067321,1,01,1,4,03,194,1,2,2000,4000
1161067321,1,01,1,4,01,140,1,1,1500,5000
1161067321,1,01,1,5,03,284,0,1,184,1840
1161067407,1,08,1,4,02,098,1,1,25,300
1161067407,1,08,1,4,03,194,1,2,750,4000
1161067407,1,08,1,4,01,141,1,1,1000,8000
1161067411,1,02,1,5,01,244,0,1,3,1200
1161067411,1,01,1,4,01,140,1,1,500,3500
1161067411,1,01,1,4,02,194,1,2,300,1500
1161067412,1,01,1,4,06,199,1,2,2000,6400
1161067412,1,01,1,4,05,048,1,2,30,300
1161067412,1,01,1,4,01,140,1,1,1000,3000
1161067412,1,01,1,4,03,074,1,1,60,1200
1161067412,1,01,1,4,04,002,1,2,375,4500
1161067412,1,01,1,4,02,098,1,1,50,1500
1161067801,1,01,1,4,01,140,1,6,80,560
1161067801,1,01,1,4,01,140,1,1,200,1400
1161067801,1,01,1,5,01,241,0,1,2,6000
1161067801,1,01,1,4,02,194,1,2,400,800
1161067805,1,02,1,5,02,241,0,1,2,6000
1161067805,1,02,1,5,03,250,0,1,5,1500
1161067805,1,02,1,5,03,250,0,6,1,300
1161067916,1,01,2,6,01,407,0,6,1820,3900
1161067916,1,01,2,6,01,407,0,1,1820,3900
1161067916,1,01,1,4,01,140,1,6,4,28
1161067916,1,01,1,4,01,140,1,2,300,2100
1161067916,1,01,1,4,01,140,1,1,216,1512
1161074001,1,03,1,5,01,250,0,6,4,800
1161074001,1,03,1,5,01,250,0,1,5,1000
1161074523,1,01,1,5,04,284,0,1,1080,5400
1161074523,1,01,1,4,01,140,1,1,1000,3900
1161074523,1,01,1,4,02,088,1,1,30,300
1161074524,1,02,1,4,01,140,1,2,3000,27000
1161074524,1,02,1,4,02,088,1,1,80,600
1161074524,1,02,1,4,03,194,1,2,750,750
1161074524,1,02,1,5,02,240,0,7,1,4500
1161074524,1,02,1,5,03,284,0,1,364,1820
1161074524,1,02,1,5,03,284,0,6,50,250
1161074713,1,02,1,5,01,241,0,6,1,500
1161074716,1,02,1,5,02,284,0,1,672,3360
1161117315,1,01,1,5,02,284,0,1,1460,8760
1161117315,1,01,1,5,01,268,0,7,3,30000
1161117908,1,01,1,5,02,250,0,1,5,1500
1161117908,1,01,1,5,02,250,0,6,5,1500
1161117908,1,01,1,5,01,241,0,6,3,4500
1161117908,1,01,1,5,01,241,0,1,3,4500
1161117908,1,01,1,5,01,241,0,3,2,3000
1161173316,1,02,1,4,01,140,1,1,2000,7600
1161173409,1,01,1,5,06,279,0,7,488,1560
1161173409,1,01,1,5,06,279,0,1,63,200
1161173409,1,01,1,5,06,279,0,6,94,300
1161173409,1,01,1,5,07,283,0,2,5640,45120
1161173409,1,01,1,5,08,274,0,1,7,3500
1161173801,1,02,1,5,02,279,0,1,44,1408
1161173802,1,01,1,4,03,088,1,1,300,900
1161173802,1,01,1,4,02,194,1,2,1000,1100
1161173802,1,01,1,4,01,140,1,1,1000,4100
1161173911,1,04,1,4,04,194,1,2,40000,20000
1161173911,1,04,1,4,03,200,1,2,400,1600
1161173911,1,04,1,4,02,098,1,1,500,9000
1161173911,1,04,1,4,01,140,1,1,3,12
1161183002,1,02,1,5,04,279,0,1,12,300
1161183209,1,01,1,4,01,161,1,1,50,500
1161183523,1,01,1,5,02,279,0,1,40,1400
1161183523,1,01,1,4,01,141,1,1,730,3000
1161183523,1,01,1,4,02,100,1,2,1000,15000
1161183523,1,01,1,4,03,194,1,2,48000,115200
1161183523,1,01,1,5,02,279,0,6,12,420
1161183716,1,03,1,4,02,140,1,6,200,900
1161183716,1,03,1,4,01,215,1,1,225,855
1161183716,1,03,1,4,01,215,1,6,70,266
1161183716,1,03,1,4,02,140,1,1,200,900
1161202414,1,01,1,4,01,140,1,1,1500,6000
1161202416,1,01,1,5,04,279,0,1,45,1440
1161202807,1,03,1,4,01,140,1,1,1000,4500
1161202918,1,02,1,4,05,193,1,1,5,80
1161202918,1,02,1,4,04,211,1,6,15,375
1161202918,1,02,1,4,04,211,1,1,15,330
1161202918,1,02,1,4,03,098,1,1,30,900
1161202918,1,02,1,4,02,039,1,6,12,156
1161202918,1,02,1,4,09,032,1,1,8,104
1161202918,1,02,1,4,02,039,1,1,8,88
1161202918,1,02,1,4,01,049,1,6,10,150
1161202918,1,02,1,4,08,170,1,1,8,144
1161202918,1,02,1,4,11,054,1,6,8,232
1161202918,1,02,1,4,11,054,1,1,12,300
1161202918,1,02,1,4,05,193,1,6,5,90
1161202918,1,02,1,4,07,174,1,1,8,56
1161202918,1,02,1,4,06,112,1,6,30,270
1161202918,1,02,1,4,06,112,1,1,20,300
1161202918,1,02,1,4,01,049,1,1,10,130
1161202918,1,02,1,4,10,087,1,1,8,64
1161202918,1,02,1,4,10,087,1,6,10,100
1161202919,1,01,1,4,01,140,1,1,1000,4000
1161202919,1,01,1,4,01,140,1,2,1000,3000
1161202920,1,01,1,5,03,279,0,6,108,3780
1161202920,1,01,1,5,03,279,0,1,54,1890
1161202920,1,01,1,5,02,263,0,1,5,300
1161202921,1,01,2,5,04,263,0,1,7,630
1161202922,1,02,2,5,01,241,0,6,2,1600
1161246209,1,01,1,5,05,251,0,1,1,70
1161246209,1,01,1,5,04,279,0,6,37,1500
1161246209,1,01,1,5,04,279,0,1,44,1750
1161246209,1,01,1,5,03,250,0,1,16,960
1161246209,1,01,1,5,02,244,0,1,4,8000
1161246209,1,01,1,5,01,246,0,1,2,4800
1161246209,1,01,1,4,05,194,1,6,29250,16575
1161246209,1,01,1,4,05,194,1,2,750,400
1161246209,1,01,1,4,04,088,1,1,55,1000
1161246209,1,01,1,4,03,140,1,1,500,1900
1161246209,1,01,1,4,02,200,1,2,2000,12400
1161246209,1,01,1,4,01,215,1,1,50,200
1161246209,1,01,1,4,01,215,1,6,15,72
1161260008,1,01,1,5,03,284,0,1,15,75
1161260008,1,01,1,4,02,194,1,2,2000,2000
1161260008,1,01,1,4,01,140,1,2,1000,3000
1161260213,1,01,1,4,01,140,1,1,50,300
1161260213,1,01,1,5,06,294,0,1,6000,3000
1161260213,1,01,1,5,05,284,0,1,1080,8640
1161260213,1,02,2,5,02,279,0,1,97,2160
1161260213,1,01,1,4,02,088,1,1,8,96
1161260213,1,01,1,4,02,088,1,6,4,54
1161260213,1,01,1,4,03,194,1,2,100,400
1161260720,1,01,1,5,01,241,0,3,1,2000
1161260720,1,01,1,5,04,279,0,1,15,480
1161260721,1,01,2,5,06,279,0,1,52,1040
1161267417,1,01,1,5,03,284,0,1,1100,9900
1161267417,1,01,1,5,03,284,0,6,100,900
1161270002,1,02,1,5,04,263,0,1,2,100
1161270002,1,02,1,5,06,248,0,1,4,280
1161270002,1,02,1,5,02,283,0,1,100,500
1161270002,1,02,1,5,05,279,0,1,164,410
1161270002,1,02,1,5,06,248,0,6,1,70
1161270002,1,02,1,5,05,279,0,6,22,648
1161270002,1,02,1,5,03,250,0,1,6,300
1161270003,1,01,1,5,03,284,0,1,96,576
1161270006,1,01,1,4,02,140,1,1,1095,3383
1161270006,1,01,1,4,01,098,1,1,48,960
1161270716,1,01,1,4,01,140,1,1,800,4800
1161270716,1,01,1,4,01,140,1,6,300,1800
1161295221,1,01,1,4,02,194,1,2,600,1200
1161295221,1,01,1,4,01,140,1,1,600,3000
1161295222,1,01,1,4,02,098,1,1,200,4000
1161295222,1,01,1,4,03,194,1,2,1000,2000
1161295222,1,01,1,4,04,088,1,1,75,750
1161295222,1,01,1,4,01,140,1,1,1000,5000
1161295222,1,01,1,4,01,140,1,2,1000,5000
1161295222,1,01,1,5,02,279,0,1,115,3680
1161295308,1,02,1,5,01,250,0,1,6,360
1161295308,1,02,1,5,02,279,0,1,10,400
1161295310,1,02,1,4,02,103,1,6,2,20
1161295310,1,02,1,4,04,095,1,1,2,60
1161295310,1,02,1,4,01,040,1,6,9,40
1161295310,1,02,1,4,02,103,1,1,7,140
1161295310,1,02,1,4,01,040,1,1,18,80
1161295310,1,02,1,4,03,133,1,1,3,60
1161295310,1,02,1,4,03,133,1,6,1,20
1161295905,1,03,1,5,03,250,0,1,1,50
1161295905,1,03,1,5,05,279,0,1,1,30
1161304007,1,01,2,4,04,194,1,6,500,100
1161304007,1,01,2,4,03,140,1,1,20,140
1161304007,1,01,2,4,01,098,1,1,10,340
1161304011,1,01,2,5,03,279,0,1,40,1600
1161304011,1,02,2,4,02,194,1,6,1500,300
1161304011,1,02,2,4,01,140,1,6,51,230
1161304011,1,02,2,4,01,140,1,2,24,108
1161304011,1,01,2,5,01,250,0,1,2,150
1161304303,1,02,1,4,01,049,1,1,30,60
1161304306,1,01,2,4,02,194,1,2,1350,2025
1161304306,1,01,2,5,01,241,0,1,2,2000
1161304306,1,01,2,5,03,294,0,2,4800,2400
1161320414,1,02,1,4,02,088,1,1,25,200
1161320414,1,02,1,4,02,088,1,6,25,200
1161320414,1,02,1,4,03,200,1,2,5000,20000
1161320414,1,02,1,4,01,140,1,2,2000,8000
1161320414,1,02,1,5,05,263,0,1,3,120
1161320414,1,02,1,4,04,194,1,2,8400,4704
1161320414,1,02,1,5,06,279,0,1,24,912
1161320414,1,02,1,5,07,294,0,2,4000,2000
1161320415,1,01,1,5,02,294,0,2,2080,1040
1161320415,1,01,1,4,04,194,1,2,9600,5760
1161320415,1,01,1,4,03,088,1,1,50,250
1161320416,1,01,1,5,07,279,0,1,52,2080
1161320416,1,01,1,5,07,279,0,6,10,400
1161320416,1,01,1,5,06,294,0,6,1280,640
1161320503,1,01,1,4,01,140,1,2,300,1200
1161320503,1,01,1,4,02,098,1,1,100,1500
1161320503,1,01,1,4,04,194,1,2,8000,8000
1161320503,1,01,1,4,05,088,1,1,500,6000
1161320503,1,01,1,4,01,140,1,1,700,2800
1161320609,1,01,1,5,02,249,0,1,3,3000
1161320609,1,01,1,4,05,088,1,6,35,280
1161320609,1,01,1,4,05,088,1,1,15,120
1161320609,1,01,1,4,04,194,1,6,2100,3500
1161320609,1,01,1,4,04,194,1,2,900,1500
1161320609,1,01,1,4,02,140,1,1,500,2000
1161338705,1,01,1,5,01,246,0,1,1,2600
1161344313,1,01,1,4,02,140,1,2,25,150
1161344313,1,01,1,4,03,098,1,1,15,600
1161344313,1,01,1,4,03,098,1,2,15,600
1161344313,1,01,1,4,02,140,1,1,975,5850
1161344313,1,01,1,4,04,194,1,7,1280,3968
1161344313,1,01,1,5,02,283,0,2,1458,8748
1161344313,1,01,1,5,01,244,0,1,7,7000
1161344314,1,02,1,5,03,279,0,1,1,42
1161344314,1,02,1,5,03,279,0,6,1,42
1161344907,1,01,1,5,05,283,0,2,1008,7056
1161367415,1,01,1,4,01,140,1,2,10,60
1161367415,1,01,1,4,02,194,1,2,720,1440
1161367415,1,01,1,4,03,039,1,1,300,2400
1161367415,1,01,1,4,04,088,1,1,114,684
1161367415,1,01,1,4,01,140,1,1,1025,6150
1161367416,1,01,1,4,02,098,1,1,455,9100
1161367416,1,01,1,4,01,140,1,1,1750,4375
1161367416,1,01,1,4,03,194,1,2,1000,2000
1161367603,1,01,1,4,02,098,1,2,10,200
1161367603,1,01,1,4,01,140,1,1,70,350
1161367603,1,01,1,4,03,039,1,1,8,80
1161367603,1,01,1,4,01,140,1,2,30,150
1161367603,1,01,1,4,02,098,1,1,40,800
1161367603,1,01,1,4,03,039,1,6,7,70
1161367604,1,01,1,4,01,140,1,1,80,400
1161367604,1,01,1,4,01,140,1,2,20,100
1161367604,1,01,1,4,03,194,1,2,460,345
1161367604,1,01,1,4,02,098,1,2,20,400
1161367604,1,01,1,4,02,098,1,1,30,600
1161367807,1,01,2,4,01,140,1,1,1500,6000
1161367807,1,01,2,4,02,194,1,2,2000,3000
1161367807,1,01,2,4,03,098,1,1,75,2400
1161367808,1,01,1,4,03,098,1,2,36,1152
1161367808,1,01,1,4,02,194,1,2,2500,3750
1161367808,1,01,1,4,01,140,1,1,1000,5500
1161367808,1,01,1,4,03,098,1,1,114,3648
1161367809,1,01,1,5,01,243,0,2,3,11250
1161367809,1,01,1,4,02,194,1,2,1200,1800
1161367809,1,01,1,4,01,140,1,2,10,50
1161367809,1,01,1,4,01,140,1,1,790,3950
1161367809,1,01,1,4,03,098,1,1,120,3000
1161394603,1,01,2,5,04,279,0,6,11,352
1161394603,1,01,2,5,04,279,0,1,15,480
1161394603,1,01,2,5,03,263,0,1,25,3750
1161394603,1,01,2,5,01,251,0,2,28,5600
1161394808,1,01,1,5,03,284,0,2,5125,46125
1161394808,1,01,1,5,03,284,0,6,120,1080
1161394808,1,01,1,5,03,284,0,1,260,2340
1161394808,1,01,1,4,01,010,1,7,750,2250
1161394808,1,01,1,4,01,010,1,2,19250,57750
1161394809,1,02,1,4,01,140,1,1,630,4900
1161394809,1,02,1,5,01,241,0,1,2,2000
1161394809,1,02,1,4,01,140,1,6,70,490
1161394810,1,01,2,5,01,240,0,1,2,14000
1161394810,1,01,2,5,01,240,0,6,1,7000
1161394812,1,01,1,4,01,079,1,6,40,3200
1161394812,1,01,1,4,01,079,1,1,20,1600
1161394921,1,02,1,5,01,241,0,1,1,800
1161446007,1,01,1,5,04,279,0,1,100,3000
1161446007,1,01,1,5,03,263,0,1,15,300
1161446220,1,02,1,5,04,279,0,1,4,240
1161446220,1,02,1,5,01,250,0,1,1,60
1161446312,1,01,1,5,03,284,0,2,513,4900
1161446903,1,01,1,5,05,294,0,2,2000,3000
1161446903,1,01,1,4,01,026,1,2,20000,40000
1161446904,1,01,1,4,01,140,1,1,500,1500
1161446905,1,01,1,5,01,268,0,1,1,7500
1161446905,1,01,1,4,04,194,1,2,5000,15000
1161446905,1,01,1,4,02,026,1,2,2000,12000
1161446905,1,01,1,4,03,048,1,2,2000,12000
1161446905,1,01,1,5,03,294,0,2,2000,3000
1161483402,1,01,2,4,03,194,1,1,200,1000
1161483402,1,01,2,4,01,098,1,6,650,7800
1161483402,1,01,2,4,01,098,1,2,600,7800
1161483402,1,01,2,4,01,098,1,1,250,3900
1161483805,1,01,1,4,03,194,1,2,225,450
1161500008,1,01,2,5,04,284,0,1,1825,12775
1161500214,1,05,1,5,01,241,0,1,1,1500
1161550502,1,02,1,4,02,194,1,2,1250,2000
1161550504,1,01,1,4,02,098,1,6,10,375
1161550504,1,01,1,4,03,194,1,2,1750,2800
1161550504,1,01,1,4,02,098,1,1,30,1125
1161562019,1,01,2,4,03,194,1,2,1875,1875
1161562019,1,01,2,4,01,140,1,1,150,1200
1161562019,1,01,2,4,02,098,1,1,120,3600
1161562301,1,01,1,4,05,095,1,1,4,80
1161562301,1,01,1,4,03,199,1,1,6,300
1161562301,1,01,1,4,01,140,1,1,1500,4500
1161562301,1,01,1,4,06,087,1,1,4,80
1161562301,1,01,1,4,07,040,1,1,8,120
1161562301,1,01,1,4,08,194,1,2,5000,7000
1161562301,1,01,1,4,04,088,1,1,32,800
1161562912,1,02,1,5,05,280,0,1,3,105
1161562913,1,02,2,5,01,250,0,1,1,100
1161562913,1,02,2,5,02,280,0,1,2,70
1161598011,1,02,2,4,02,194,1,2,640,790
1161598011,1,02,2,4,01,140,1,1,450,2025
