folioviv,foliohog,numren,id_trabajo,tipoact,clave,gasto
1003257602,1,01,1,4,B00,6500
1003257602,1,01,1,4,B10,4000
1003257807,1,01,1,4,B05,2000
1003257807,1,01,1,4,B00,41500
1003257807,1,01,1,4,B10,2500
1003257807,1,01,1,4,B07,5000
1003257807,1,01,1,4,B11,2000
1003257807,1,01,1,4,B06,10000
1003257807,1,01,1,4,B15,20000
1003268216,1,01,1,4,B15,8000
1003268216,1,01,1,4,B20,1000
1003268216,1,01,1,4,B11,10000
1003268216,1,01,1,4,B10,20000
1003268216,1,01,1,4,B06,60000
1003268216,1,01,1,4,B05,2000
1003268216,1,01,1,4,B04,4000
1003268216,1,01,1,4,B02,10000
1003268216,1,01,1,4,B00,115000
1003268302,1,04,2,5,C00,2080
1003268302,1,04,2,5,C08,2080
1003268909,1,02,1,4,B04,4500
1003268909,1,02,1,4,B05,6000
1003268909,1,02,1,4,B11,8000
1003268909,1,02,1,4,B07,25400
1003268909,1,02,1,4,B10,22000
1003268909,1,02,1,4,B02,1700
1003268909,1,02,1,4,B00,117600
1003268909,1,02,1,4,B06,50000
1003304214,1,01,1,4,B11,2000
1003304214,1,01,1,4,B10,45000
1003304214,1,01,1,4,B09,10800
1003304214,1,01,1,4,B07,26000
1003304214,1,01,1,4,B13,10000
1003304214,1,01,1,4,B05,10000
1003304214,1,01,1,4,B01,40000
1003304214,1,01,1,4,B00,195600
1003304214,1,01,1,4,B15,5800
1003304214,1,01,1,4,B06,46000
1003304222,1,01,1,4,B09,10000
1003304222,1,01,1,4,B00,73050
1003304222,1,01,1,4,B01,12000
1003304222,1,01,1,4,B02,12000
1003304222,1,01,1,4,B04,2000
1003304222,1,01,1,4,B05,3000
1003304222,1,01,1,4,B10,12000
1003304222,1,01,1,4,B11,4000
1003304222,1,01,1,4,B07,3750
1003304222,1,01,1,5,C13,2000
1003304222,1,01,1,5,C10,350
1003304222,1,01,1,5,C09,200
1003304222,1,01,1,5,C08,7000
1003304222,1,01,1,4,B06,9600
1003304222,1,01,1,5,C00,10050
1003304222,1,01,1,4,B21,1600
1003304222,1,01,1,4,B15,3000
1003304222,1,01,1,4,B13,100
1003304222,1,01,1,5,C06,500
1003423817,1,01,1,4,B00,78800
1003423817,1,01,1,5,C10,16000
1003423817,1,01,1,5,C08,112000
1003423817,1,01,1,4,B05,10000
1003423817,1,01,1,5,C01,180000
1003423817,1,01,1,4,B07,21000
1003423817,1,01,1,4,B09,20000
1003423817,1,01,1,4,B11,4800
1003423817,1,01,1,5,C00,308000
1003423817,1,01,1,4,B06,23000
1003423923,1,02,1,4,B10,600
1003423923,1,02,1,4,B06,6500
1003423923,1,02,1,4,B00,7100
1003423923,1,02,1,5,C00,3000
1003423923,1,02,1,5,C08,3000
1003450603,1,01,1,4,B04,3000
1003450603,1,01,1,4,B00,34024
1003450603,1,01,1,4,B05,12000
1003450603,1,01,1,4,B06,4000
1003450603,1,01,1,4,B07,6000
1003450603,1,01,1,4,B10,6520
1003450603,1,01,1,5,C10,500
1003450603,1,01,1,4,B18,1444
1003450603,1,01,1,5,C00,27420
1003450603,1,01,1,5,C01,15000
1003450603,1,01,1,5,C08,10000
1003450603,1,01,1,5,C09,1920
1003450603,1,01,1,4,B11,1060
1003450607,1,02,1,4,B11,700
1003450607,1,02,1,5,C00,175
1003450607,1,02,1,5,C10,175
1003450607,1,02,1,4,B00,24550
1003450607,1,02,1,4,B01,14000
1003450607,1,02,1,4,B04,2500
1003450607,1,02,1,4,B07,3150
1003450607,1,02,1,4,B09,3000
1003450607,1,02,1,4,B10,1200
1003450615,1,01,1,4,B06,800
1003450615,1,01,1,5,C09,1200
1003450615,1,01,1,5,C08,5000
1003450615,1,01,1,5,C00,9200
1003450615,1,01,1,4,B07,300
1003450615,1,01,1,4,B00,4000
1003450615,1,01,1,4,B11,200
1003450615,1,01,1,4,B10,2700
1003450615,1,01,1,5,C10,3000
1003450820,1,01,2,5,C00,500
1003450820,1,01,2,5,C08,500
1003497403,1,01,1,4,B05,30000
1003497403,1,01,1,4,B06,50000
1003497403,1,01,1,4,B00,212000
1003497403,1,01,1,4,B15,15000
1003497403,1,01,1,4,B11,20000
1003497403,1,01,1,4,B10,70000
1003497403,1,01,1,4,B09,12000
1003497403,1,01,1,4,B07,15000
1003497806,1,01,1,5,C09,48000
1003497806,1,01,1,5,C06,36000
1003497806,1,01,1,5,C00,174000
1003497806,1,01,1,5,C13,48000
1003497806,1,01,1,5,C08,12000
1003497806,1,01,1,5,C01,24000
1003497806,1,01,1,5,C10,6000
1003497920,1,01,1,5,C10,150
1003497920,1,01,1,5,C00,750
1003497920,1,01,1,5,C07,120
1003497920,1,01,1,5,C08,480
1060032315,1,01,1,5,C06,20000
1060032315,1,01,1,4,B00,117000
1060032315,1,01,1,5,C10,2500
1060032315,1,01,1,5,C09,1500
1060032315,1,01,1,4,B06,45000
1060032315,1,01,1,4,B07,12000
1060032315,1,01,1,4,B09,25000
1060032315,1,01,1,4,B10,30000
1060032315,1,01,1,4,B11,5000
1060032315,1,01,1,5,C00,24000
1060032401,1,01,1,4,B00,9600
1060032401,1,01,1,4,B05,3000
1060032401,1,01,1,4,B06,6000
1060032401,1,01,1,4,B07,600
1060032907,1,01,1,4,B00,500
1060032907,1,01,1,4,B10,500
1060033206,1,01,1,4,B11,4200
1060033206,1,01,1,4,B06,7000
1060033206,1,01,1,4,B05,12000
1060033206,1,01,1,4,B00,23200
1060033515,1,01,1,4,B06,5000
1060033515,1,01,1,4,B07,1000
1060033515,1,01,1,4,B00,15800
1060033515,1,01,1,4,B15,4000
1060033515,1,01,1,4,B11,4000
1060033515,1,01,1,4,B10,1800
1060033707,1,01,1,4,B11,9000
1060033707,1,01,1,4,B00,38000
1060033707,1,01,1,4,B05,5000
1060033707,1,01,1,4,B06,24000
1060033708,1,02,1,4,B02,5000
1060033708,1,02,1,4,B00,8620
1060033708,1,02,1,4,B10,1000
1060033708,1,02,1,4,B06,1500
1060033708,1,02,1,4,B11,1120
1060040407,1,01,1,4,B07,1000
1060040407,1,01,1,4,B00,10000
1060040407,1,01,1,4,B09,3000
1060040407,1,01,1,4,B02,6000
1060040801,1,03,1,5,C00,15210
1060040801,1,03,1,5,C08,15210
1060040915,1,01,2,5,C00,1620
1060040915,1,01,2,5,C08,1620
1060042520,1,01,1,5,C10,1200
1060042520,1,01,1,5,C00,4200
1060042520,1,01,1,5,C01,3000
1060060614,1,01,2,5,C07,130
1060060614,1,01,2,5,C00,2290
1060060614,1,01,2,5,C08,2160
1060060622,1,02,2,5,C07,200
1060060622,1,02,2,5,C00,2480
1060060622,1,02,2,5,C08,2280
1060081008,1,01,2,5,C00,11100
1060081008,1,01,2,5,C19,600
1060081008,1,01,2,5,C10,500
1060081008,1,01,2,5,C08,10000
1060081214,1,01,1,4,B07,30000
1060081214,1,01,1,4,B09,4000
1060081214,1,01,1,4,B11,12000
1060081214,1,01,1,4,B12,4800
1060081214,1,01,1,4,B06,5000
1060081214,1,01,1,4,B03,7000
1060081214,1,01,1,4,B02,18000
1060081214,1,01,1,4,B00,87800
1060081214,1,01,1,4,B10,7000
1060089504,1,01,1,4,B00,7600
1060089504,1,01,1,4,B06,7600
1060089607,1,01,1,5,C10,600
1060089607,1,01,1,5,C19,6000
1060089607,1,01,1,5,C08,8000
1060089607,1,01,1,5,C00,14600
1060089611,1,01,1,4,B06,5000
1060089611,1,01,1,4,B10,3000
1060089611,1,01,1,4,B11,800
1060089611,1,01,1,4,B00,8800
1060089813,1,01,1,4,B15,12800
1060089813,1,01,1,4,B00,58740
1060089813,1,01,1,4,B10,22000
1060089813,1,01,1,4,B09,19440
1060089813,1,01,1,4,B03,4500
1060091017,1,02,1,4,B06,10000
1060091017,1,02,1,5,C10,600
1060091017,1,02,1,4,B00,10000
1060091017,1,02,1,5,C08,80
1060091017,1,02,1,5,C00,680
1060091018,1,01,2,4,B00,1000
1060091018,1,01,2,4,B06,1000
1060091308,1,01,2,4,B03,2000
1060091308,1,01,2,4,B02,4000
1060091308,1,01,2,4,B00,10000
1060091308,1,01,2,4,B01,4000
1060091311,1,01,1,4,B15,7200
1060091311,1,01,1,4,B00,54660
1060091311,1,01,1,4,B02,20000
1060091311,1,01,1,4,B04,6000
1060091311,1,01,1,4,B06,6000
1060091311,1,01,1,4,B10,3360
1060091311,1,01,1,4,B11,2100
1060091311,1,01,1,4,B07,10000
1060091903,1,02,1,4,B07,2400
1060091903,1,02,1,4,B00,2400
1060094510,1,01,1,5,C00,11500
1060094510,1,01,1,4,B15,3000
1060094510,1,01,1,4,B11,2000
1060094510,1,01,1,4,B10,4000
1060094510,1,01,1,4,B08,32000
1060094510,1,01,1,4,B07,600
1060094510,1,01,1,4,B06,1000
1060094510,1,01,1,4,B05,8000
1060094510,1,01,1,5,C10,500
1060094510,1,01,1,5,C13,2000
1060094510,1,01,1,4,B00,50600
1060094510,1,01,1,5,C09,2000
1060094510,1,01,1,5,C06,2000
1060094510,1,01,1,5,C01,5000
1060094613,1,01,1,5,C10,350
1060094613,1,01,1,5,C09,450
1060094613,1,01,1,5,C08,2100
1060094613,1,01,1,5,C00,8830
1060094613,1,01,1,5,C05,450
1060094613,1,01,1,5,C13,200
1060094613,1,01,1,5,C06,5280
1060094618,1,01,1,5,C08,2400
1060094618,1,01,1,4,B00,6000
1060094618,1,01,1,5,C00,2400
1060094618,1,01,1,4,B06,6000
1060094705,1,01,1,4,B00,9500
1060094705,1,01,1,5,C10,2500
1060094705,1,01,1,5,C09,3000
1060094705,1,01,1,5,C08,7000
1060094705,1,01,1,5,C00,12500
1060094705,1,01,1,4,B10,4500
1060094705,1,01,1,4,B11,700
1060094705,1,01,1,4,B02,2500
1060094705,1,01,1,4,B07,1800
1060094706,1,02,1,4,B15,10000
1060094706,1,02,1,5,C00,16800
1060094706,1,02,1,5,C10,3000
1060094706,1,02,1,5,C09,800
1060094706,1,02,1,4,B00,26000
1060094706,1,02,1,5,C06,3000
1060094706,1,02,1,4,B10,4000
1060094706,1,02,1,4,B06,12000
1060094706,1,02,1,5,C08,10000
1060101019,1,01,1,4,B04,1300
1060101019,1,01,1,4,B00,41500
1060101019,1,01,1,4,B09,12000
1060101019,1,01,1,4,B10,13000
1060101019,1,01,1,4,B11,800
1060101019,1,01,1,4,B18,3400
1060101019,1,01,1,5,C00,2480
1060101019,1,01,1,5,C10,80
1060101019,1,01,1,5,C07,2400
1060101019,1,01,1,4,B06,3000
1060101019,1,01,1,4,B07,8000
1060101023,1,01,1,4,B06,50000
1060101023,1,01,1,5,C10,3000
1060101023,1,01,1,4,B00,150000
1060101023,1,01,1,5,C08,4000
1060101023,1,01,1,4,B04,100000
1060101023,1,01,1,5,C00,7000
1060101318,1,01,1,4,B15,13000
1060101318,1,01,1,4,B02,10000
1060101318,1,01,1,4,B00,47000
1060101318,1,01,1,4,B11,5000
1060101318,1,01,1,4,B06,14000
1060101318,1,01,1,4,B10,5000
1060101402,1,01,1,4,B00,17600
1060101402,1,01,1,4,B05,8000
1060101402,1,01,1,4,B06,9600
1060101402,1,01,1,5,C00,1300
1060101402,1,01,1,5,C08,1300
1060101908,1,01,1,5,C10,1500
1060101908,1,01,1,5,C00,1500
1060101908,1,01,1,4,B10,17000
1060101908,1,01,1,4,B09,22000
1060101908,1,01,1,4,B07,5000
1060101908,1,01,1,4,B00,88000
1060101908,1,01,1,4,B06,44000
1060101911,1,01,1,5,C00,1200
1060101911,1,01,1,4,B11,500
1060101911,1,01,1,4,B08,25000
1060101911,1,01,1,4,B07,250
1060101911,1,01,1,4,B06,800
1060101911,1,01,1,4,B04,2500
1060101911,1,01,1,4,B00,29050
1060101911,1,01,1,5,C10,1200
1060109003,1,01,1,5,C10,1000
1060109003,1,01,1,4,B00,4000
1060109003,1,01,1,4,B06,2000
1060109003,1,01,1,4,B10,1000
1060109003,1,01,1,4,B11,1000
1060109003,1,01,1,5,C00,11000
1060109003,1,01,1,5,C08,10000
1060109019,1,01,1,4,B10,1000
1060109019,1,01,1,4,B11,2000
1060109019,1,01,1,4,B06,2000
1060109019,1,01,1,4,B05,1000
1060109019,1,01,1,4,B00,6000
1060109216,1,01,1,5,C10,1800
1060109216,1,01,1,4,B02,7000
1060109216,1,01,1,4,B00,25000
1060109216,1,01,1,4,B04,2000
1060109216,1,01,1,4,B06,5000
1060109216,1,01,1,4,B07,2000
1060109216,1,01,1,4,B10,4000
1060109216,1,01,1,4,B15,5000
1060109216,1,01,1,5,C00,21800
1060109216,1,01,1,5,C08,20000
1060109306,1,01,2,4,B15,8800
1060109306,1,01,2,4,B11,1500
1060109306,1,01,2,4,B07,500
1060109306,1,01,2,4,B06,5100
1060109306,1,01,2,4,B04,6800
1060109306,1,01,2,4,B02,800
1060109306,1,01,2,4,B00,23500
1060109314,1,02,1,5,C00,1440
1060109314,1,02,1,5,C08,1440
1060109318,1,02,2,5,C00,9580
1060109318,1,02,2,5,C08,9580
1060109909,1,01,2,5,C00,3600
1060109909,1,01,2,5,C08,3600
1060109913,1,01,1,5,C00,71000
1060109913,1,01,1,4,B15,18000
1060109913,1,01,1,4,B11,750
1060109913,1,01,1,4,B10,5000
1060109913,1,01,1,4,B09,1400
1060109913,1,01,1,4,B07,2200
1060109913,1,01,1,5,C07,45000
1060109913,1,01,1,4,B02,11400
1060109913,1,01,1,4,B01,8000
1060109913,1,01,1,4,B00,49750
1060109913,1,01,1,5,C10,1000
1060109913,1,01,1,5,C01,25000
1060109913,1,01,1,4,B04,3000
1060109921,1,01,1,4,B08,10000
1060109921,1,01,1,4,B09,1000
1060109921,1,01,1,4,B10,3000
1060109921,1,01,1,5,C00,9000
1060109921,1,01,1,5,C01,3000
1060109921,1,01,1,5,C08,6000
1060109921,1,01,1,4,B00,27000
1060109921,1,01,1,4,B02,10000
1060109921,1,01,1,4,B07,3000
1060125203,1,01,1,4,B00,15500
1060125203,1,01,1,4,B02,3000
1060125203,1,01,1,5,C10,12000
1060125203,1,01,1,5,C09,1500
1060125203,1,01,1,5,C08,5000
1060125203,1,01,1,5,C06,2000
1060125203,1,01,1,4,B07,1500
1060125203,1,01,1,5,C00,25500
1060125203,1,01,1,4,B11,2400
1060125203,1,01,1,4,B10,3600
1060125203,1,01,1,4,B03,3000
1060125203,1,01,1,4,B06,2000
1060125203,1,01,1,5,C03,5000
1060125205,1,01,2,4,B10,2000
1060125205,1,01,2,5,C10,5000
1060125205,1,01,2,5,C09,3000
1060125205,1,01,2,5,C08,2000
1060125205,1,01,2,5,C00,10000
1060125205,1,01,2,4,B11,1000
1060125205,1,01,2,4,B02,1000
1060125205,1,01,2,4,B00,4000
1060125206,1,01,1,5,C10,2000
1060125206,1,01,1,4,B00,3500
1060125206,1,01,1,4,B07,1500
1060125206,1,01,1,4,B10,1000
1060125206,1,01,1,5,C00,13000
1060125206,1,01,1,5,C09,1000
1060125206,1,01,1,4,B02,1000
1060125206,1,01,1,5,C13,10000
1060125513,1,01,1,5,C06,6240
1060125513,1,01,1,5,C00,6640
1060125513,1,01,1,5,C11,400
1060125513,1,01,1,4,B00,12500
1060125513,1,01,1,4,B05,2000
1060125513,1,01,1,4,B06,10000
1060125513,1,01,1,4,B11,500
1060125516,1,01,1,5,C10,500
1060125516,1,01,1,4,B00,9800
1060125516,1,01,1,4,B06,6000
1060125516,1,01,1,4,B09,1600
1060125516,1,01,1,4,B10,1700
1060125516,1,01,1,4,B11,500
1060125516,1,01,1,5,C00,3500
1060125516,1,01,1,5,C08,3000
1060125620,1,01,1,5,C10,300
1060125620,1,01,1,5,C08,18000
1060125620,1,01,1,5,C00,18800
1060125620,1,01,1,4,B07,3750
1060125620,1,01,1,4,B02,5500
1060125620,1,01,1,4,B00,9250
1060125620,1,01,1,5,C19,500
1060125621,1,01,1,5,C00,13360
1060125621,1,01,1,4,B11,2000
1060125621,1,01,1,4,B15,1800
1060125621,1,01,1,5,C10,2000
1060125621,1,01,1,5,C13,11000
1060125621,1,01,1,5,C19,360
1060125621,1,01,1,4,B06,12000
1060125621,1,01,1,4,B00,15800
1060125622,1,01,1,4,B10,2000
1060125622,1,01,1,4,B02,23600
1060125622,1,01,1,4,B00,25600
1060125623,1,01,1,4,B11,200
1060125623,1,01,1,4,B09,200
1060125623,1,01,1,4,B00,2200
1060125623,1,01,1,4,B02,600
1060125623,1,01,1,4,B10,1200
1060125707,1,01,1,5,C10,3000
1060125707,1,01,1,5,C08,21000
1060125707,1,01,1,4,B07,29000
1060125707,1,01,1,4,B06,30000
1060125707,1,01,1,4,B04,4000
1060125707,1,01,1,4,B00,64800
1060125707,1,01,1,4,B11,1800
1060125707,1,01,1,5,C00,24000
1060125709,1,01,1,4,B00,28000
1060125709,1,01,1,4,B02,20000
1060125709,1,01,1,4,B07,3000
1060125709,1,01,1,4,B10,5000
1060138508,1,01,1,4,B00,3900
1060138508,1,01,1,4,B07,3500
1060138508,1,01,1,4,B13,400
1060138508,1,01,1,5,C00,30300
1060138508,1,01,1,5,C08,30000
1060138508,1,01,1,5,C10,300
1060138510,1,02,1,4,B00,8000
1060138510,1,02,1,4,B05,2000
1060138510,1,02,1,4,B06,6000
1060138612,1,01,1,4,B02,2000
1060138612,1,01,1,5,C11,200
1060138612,1,01,1,5,C10,2000
1060138612,1,01,1,5,C08,8000
1060138612,1,01,1,4,B06,2000
1060138612,1,01,1,4,B00,5500
1060138612,1,01,1,5,C00,15200
1060138612,1,01,1,4,B07,1500
1060138612,1,01,1,5,C06,5000
1060138613,2,01,1,5,C04,1000
1060138613,2,01,1,4,B10,2000
1060138613,2,01,1,4,B07,2000
1060138613,2,01,1,4,B06,5000
1060138613,2,01,1,4,B00,11200
1060138613,1,01,1,5,C10,5000
1060138613,1,01,1,5,C08,8000
1060138613,1,01,1,5,C06,5000
1060138613,2,01,1,4,B13,200
1060138613,2,01,1,5,C00,19500
1060138613,2,01,1,4,B11,2000
1060138613,2,01,1,5,C06,5000
1060138613,2,01,1,5,C08,8000
1060138613,2,01,1,5,C09,1500
1060138613,2,01,1,5,C10,4000
1060138613,1,01,1,4,B00,14200
1060138613,1,01,1,4,B06,8000
1060138613,1,01,1,4,B07,2000
1060138613,1,01,1,4,B10,2000
1060138613,1,01,1,4,B11,2000
1060138613,1,01,1,4,B13,200
1060138613,1,01,1,5,C00,19000
1060138613,1,01,1,5,C04,1000
1060138616,1,01,1,5,C00,23100
1060138616,1,01,1,5,C04,1000
1060138616,1,01,1,5,C05,1000
1060138616,1,01,1,5,C06,4000
1060138616,1,01,1,5,C08,10000
1060138616,1,01,1,5,C09,1500
1060138616,1,01,1,5,C10,5000
1060138616,1,01,1,5,C11,600
1060138702,1,01,1,4,B06,3000
1060138702,1,01,1,4,B00,16800
1060138702,1,01,1,4,B11,1300
1060138702,1,01,1,4,B15,3500
1060138702,1,01,1,5,C00,143500
1060138702,1,01,1,5,C01,8000
1060138702,1,01,1,5,C04,10000
1060138702,1,01,1,5,C06,15000
1060138702,1,01,1,5,C08,60000
1060138702,1,01,1,5,C09,37500
1060138702,1,01,1,5,C10,5000
1060138702,1,01,1,5,C13,8000
1060138702,1,01,1,4,B07,9000
1060138703,1,01,1,4,B06,20000
1060138703,1,01,1,4,B07,24600
1060138703,1,01,1,4,B11,3000
1060138703,1,01,1,4,B15,2000
1060138703,1,01,1,4,B00,49600
1060138703,1,01,1,5,C08,9000
1060138703,1,01,1,5,C09,5000
1060138703,1,01,1,5,C10,3000
1060138703,1,01,1,5,C13,2000
1060138703,1,01,1,5,C00,19000
1060138704,1,01,1,5,C10,1000
1060138704,1,01,1,5,C13,2500
1060138704,1,01,1,4,B00,13600
1060138704,1,01,1,4,B02,1600
1060138704,1,01,1,4,B07,5000
1060138704,1,01,1,4,B10,3000
1060138704,1,01,1,4,B11,3000
1060138704,1,01,1,4,B15,1000
1060138704,1,01,1,5,C00,10000
1060138704,1,01,1,5,C08,5000
1060138704,1,01,1,5,C09,1500
1060138705,1,01,1,5,C00,26000
1060138705,1,01,1,5,C06,1000
1060138705,1,01,1,4,B00,14480
1060138705,1,01,1,4,B06,7000
1060138705,1,01,1,4,B07,4000
1060138705,1,01,1,4,B11,480
1060138705,1,01,1,4,B15,3000
1060138705,1,01,1,5,C10,4000
1060138705,1,01,1,5,C09,4000
1060138705,1,01,1,5,C13,1000
1060138705,1,01,1,5,C08,16000
1060138818,1,01,1,4,B00,24000
1060138818,1,01,1,4,B04,2000
1060138818,1,01,1,4,B06,15000
1060138818,1,01,1,4,B07,5000
1060138818,1,01,1,4,B10,2000
1060138818,1,01,1,5,C00,12000
1060138818,1,01,1,5,C08,10000
1060138818,1,01,1,5,C10,2000
1060138819,1,01,1,4,B00,184000
1060138819,1,01,1,5,C00,164000
1060138819,1,01,1,5,C07,100000
1060138819,1,01,1,5,C08,50000
1060138819,1,01,1,5,C09,10000
1060138819,1,01,1,5,C19,4000
1060138819,1,01,1,4,B06,40000
1060138819,1,01,1,4,B07,20000
1060138819,1,01,1,4,B08,10000
1060138819,1,01,1,4,B09,30000
1060138819,1,01,1,4,B10,30000
1060138819,1,01,1,4,B05,2000
1060138819,1,01,1,4,B15,50000
1060138819,1,01,1,4,B11,2000
1060138821,1,01,1,5,C10,800
1060138821,1,01,1,5,C08,10000
1060138821,1,01,1,5,C06,2000
1060138821,1,01,1,5,C04,2000
1060138821,1,01,1,5,C00,14800
1060138821,1,01,1,4,B07,10000
1060138821,1,01,1,4,B00,15000
1060138821,1,01,1,4,B06,5000
1060138822,1,01,1,4,B07,6000
1060138822,1,01,1,4,B10,12000
1060138822,1,01,1,5,C00,41000
1060138822,1,01,1,5,C04,2000
1060138822,1,01,1,5,C05,4000
1060138822,1,01,1,4,B06,5000
1060138822,1,01,1,5,C10,10000
1060138822,1,01,1,4,B00,32000
1060138822,1,01,1,4,B04,7000
1060138822,1,01,1,4,B05,2000
1060138822,1,01,1,5,C06,25000
1060138823,1,01,1,5,C09,3000
1060138823,1,01,1,5,C08,15000
1060138823,1,01,1,5,C01,12000
1060138823,1,01,1,5,C00,33500
1060138823,1,01,1,4,B11,4000
1060138823,1,01,1,4,B10,6000
1060138823,1,01,1,5,C10,3500
1060138823,1,01,1,4,B00,28000
1060138823,1,01,1,4,B07,8000
1060138823,1,01,1,4,B05,2000
1060138823,1,01,1,4,B04,8000
1060140001,1,01,1,4,B11,1000
1060140001,1,02,1,5,C00,900
1060140001,1,01,1,4,B00,21700
1060140001,1,01,1,4,B03,6000
1060140001,1,01,1,4,B06,2000
1060140001,1,01,1,4,B07,7700
1060140001,1,01,1,4,B10,5000
1060140001,1,02,1,5,C08,900
1060140001,1,01,1,5,C00,20500
1060140001,1,01,1,5,C01,6000
1060140001,1,01,1,5,C06,1000
1060140001,1,01,1,5,C08,10000
1060140001,1,01,1,5,C10,3500
1060140214,1,02,2,5,C08,1000
1060140214,1,02,2,5,C00,1000
1060140215,1,04,1,4,B00,28200
1060140215,1,04,1,4,B01,7000
1060140215,1,04,1,4,B02,10000
1060140215,1,04,1,4,B06,4000
1060140215,1,04,1,4,B10,4800
1060140215,1,04,1,4,B11,2400
1060140215,1,04,1,5,C00,10800
1060140215,1,04,1,5,C08,10800
1060140216,1,01,1,5,C08,598
1060140216,1,01,1,5,C00,598
1060140217,1,01,1,5,C00,1085
1060140217,1,01,1,5,C08,1000
1060140217,1,01,1,4,B00,3300
1060140217,1,01,1,4,B02,1400
1060140217,1,01,1,4,B10,900
1060140217,1,01,1,5,C10,85
1060140217,1,01,1,4,B07,1000
1060140218,1,01,1,5,C00,1280
1060140218,1,01,1,4,B10,3000
1060140218,1,01,1,4,B07,2250
1060140218,1,01,1,4,B02,2400
1060140218,1,01,1,4,B00,7650
1060140218,1,01,1,5,C08,1280
1060140524,1,03,1,4,B06,17500
1060140524,1,03,1,4,B11,14500
1060140524,1,03,1,5,C00,18880
1060140524,1,03,1,5,C10,16000
1060140524,1,03,1,5,C19,2880
1060140524,1,03,1,4,B00,41000
1060140524,1,03,1,4,B01,9000
1060140712,1,03,1,5,C00,51760
1060140712,1,03,1,5,C08,45760
1060140712,1,03,1,5,C06,4800
1060140712,1,03,1,5,C10,1200
1060147001,1,01,1,4,B15,4000
1060147001,1,01,1,4,B11,250
1060147001,1,01,1,4,B08,70000
1060147001,1,01,1,4,B07,300
1060147001,1,01,1,4,B06,9600
1060147001,1,01,1,4,B02,10000
1060147001,1,01,1,5,C00,10800
1060147001,1,01,1,5,C09,400
1060147001,1,01,1,5,C10,400
1060147001,1,01,1,5,C13,10000
1060147001,1,01,1,4,B00,94150
1060147005,1,01,1,5,C08,14400
1060147005,1,01,1,5,C06,9600
1060147005,1,01,1,5,C00,24000
1060147006,1,01,1,4,B04,14000
1060147006,1,01,1,4,B02,13000
1060147006,1,01,1,4,B00,134600
1060147006,1,01,1,5,C10,4000
1060147006,1,01,1,5,C09,1000
1060147006,1,01,1,5,C00,5000
1060147006,1,01,1,4,B06,57600
1060147006,1,01,1,4,B08,50000
1060147207,1,01,1,4,B00,9310
1060147207,1,01,1,4,B02,2000
1060147207,1,01,1,4,B04,700
1060147207,1,01,1,4,B06,800
1060147207,1,01,1,4,B07,150
1060147207,1,01,1,4,B08,800
1060147207,1,01,1,4,B09,560
1060147207,1,01,1,4,B10,800
1060147207,1,01,1,4,B11,300
1060147207,1,01,1,4,B15,3200
1060147207,1,01,1,5,C00,500
1060147207,1,01,1,5,C10,500
1060147209,1,02,1,4,B00,8630
1060147209,1,02,1,4,B02,4500
1060147209,1,02,1,4,B04,600
1060147209,1,02,1,4,B06,600
1060147209,1,02,1,5,C00,7700
1060147209,1,02,1,5,C08,6000
1060147209,1,02,1,4,B09,980
1060147209,1,02,1,4,B10,450
1060147209,1,02,1,4,B11,300
1060147209,1,02,1,4,B15,1200
1060147209,1,02,1,4,B22,36000
1060147209,1,02,1,5,C13,1200
1060147209,1,02,1,5,C10,500
1060147210,2,01,1,4,B08,1500
1060147210,2,01,1,4,B07,2000
1060147210,2,01,1,4,B06,4000
1060147210,2,01,1,4,B04,1000
1060147210,2,01,1,4,B02,10000
1060147210,2,01,1,4,B00,29500
1060147210,2,01,1,4,B15,8000
1060147210,2,01,1,4,B11,1200
1060147210,2,01,1,4,B10,1000
1060147210,2,01,1,4,B09,800
1060147212,1,01,1,5,C00,49810
1060147212,1,01,1,5,C01,10000
1060147212,1,01,1,5,C08,38400
1060147212,1,01,1,5,C10,500
1060147212,1,01,1,5,C19,910
1060147212,1,01,1,4,B00,110
1060147212,1,01,1,4,B08,110
1060147519,1,01,1,4,B00,10090
1060147519,1,01,1,4,B01,3500
1060147519,1,01,1,5,C10,2000
1060147519,1,01,1,5,C08,33125
1060147519,1,01,1,5,C06,2000
1060147519,1,01,1,5,C04,2000
1060147519,1,01,1,5,C01,25000
1060147519,1,01,1,4,B02,3200
1060147519,1,01,1,4,B07,1800
1060147519,1,01,1,4,B09,210
1060147519,1,01,1,4,B10,900
1060147519,1,01,1,4,B11,480
1060147519,1,01,1,5,C00,64125
1060147521,1,02,1,4,B09,420
1060147521,1,02,1,4,B07,900
1060147521,1,02,1,4,B02,1800
1060147521,1,02,1,4,B00,6120
1060147521,1,02,1,4,B10,2400
1060147521,1,02,1,4,B11,600
1060147713,1,01,1,4,B00,13000
1060147713,1,01,1,4,B05,5000
1060147713,1,01,1,4,B06,6000
1060147713,1,01,1,4,B07,1500
1060147713,1,01,1,5,C19,3000
1060147713,1,01,1,5,C00,22000
1060147713,1,01,1,5,C01,7000
1060147713,1,01,1,5,C08,12000
1060147713,1,01,1,4,B11,500
1060147716,1,01,2,5,C00,20400
1060147716,1,01,2,5,C08,20000
1060147716,1,01,2,4,B11,200
1060147716,1,01,2,4,B09,400
1060147716,1,01,2,4,B02,3000
1060147716,1,01,2,4,B00,3600
